id,ref,hyp,ref_norm,hyp_norm
1816,"Үйленген, екі ересек баласы бар Дюваль хикаяны тыңдаған Миллерге үлкен әсер қалдырмады.",Үйленген екі «жересек» баласы бар «Дзиуваль» хикаяны тыңдаған миллерге үлкен әсер қалдырмады.,үйленген екі ересек баласы бар дюваль хикаяны тыңдаған миллерге үлкен әсер қалдырмады,үйленген екі жересек баласы бар дзиуваль хикаяны тыңдаған миллерге үлкен әсер қалдырмады
1840,"Италияның көптеген қалаларында және әлемдегі басқа да қалаларда, әсіресе Польшада, соған ұқсас қондырмалар орнатылды және бұған көптеген адамдар куә болды.","Италияның көптеген қаларында және әлемдегі басқа да қалаларда, әсіресі Польчада соған ұқсас қондырмалар орнатылды және бұған көптеген адамдар куә болды.",италияның көптеген қалаларында және әлемдегі басқа да қалаларда әсіресе польшада соған ұқсас қондырмалар орнатылды және бұған көптеген адамдар куә болды,италияның көптеген қаларында және әлемдегі басқа да қалаларда әсіресі польчада соған ұқсас қондырмалар орнатылды және бұған көптеген адамдар куә болды
1936,"Пэрри түнгі сайлау алды жиналысының нәтижелерін бағалау үшін Техасқа оралатынын, өзі үшін осы жарыста алға жүретін жол бар-жоғын анықтайтынын мәлімдеді, бірақ кейінірек жарыста қалатынын және 21 қаңтардағы Оңтүстік Каролинадағы бастапқы сайлауға қатысатынын айтты.","Ферри түнгі сайлау алды жиналысының нәтижелердің бағалау үшін Техасқа оралатын өз үшін осы жарысты алған жүретін жолы бар жоғы анықтайтын мәлімдеді, бірақ киінірек жарысты қалатын және 21 қаңтардағы оңтыстық Каролинадағы бастапқы сайлауға қатсатындын айтты.",пэрри түнгі сайлау алды жиналысының нәтижелерін бағалау үшін техасқа оралатынын өзі үшін осы жарыста алға жүретін жол бар жоғын анықтайтынын мәлімдеді бірақ кейінірек жарыста қалатынын және 21 қаңтардағы оңтүстік каролинадағы бастапқы сайлауға қатысатынын айтты,ферри түнгі сайлау алды жиналысының нәтижелердің бағалау үшін техасқа оралатын өз үшін осы жарысты алған жүретін жолы бар жоғы анықтайтын мәлімдеді бірақ киінірек жарысты қалатын және 21 қаңтардағы оңтыстық каролинадағы бастапқы сайлауға қатсатындын айтты
1788,АҚШ-тың Гимнастика федерациясы АҚШ Олимпиада комитетінің хатын қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттырудың абсолютті қажеттілігін мойындайды.,АҚШ-тың гимнастика федерациясы АҚШ Олимпиада комитеттінің қажеттінің қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттұрыдың абсолютті қажеттілігін мойындайды.,ақш тың гимнастика федерациясы ақш олимпиада комитетінің хатын қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттырудың абсолютті қажеттілігін мойындайды,ақш тың гимнастика федерациясы ақш олимпиада комитеттінің қажеттінің қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттұрыдың абсолютті қажеттілігін мойындайды
1758,Архипелаг түбектен солтүстікке таман 120 км жерде орналасқан. Ең ірісі - Вилла Лас Эстреллас елді мекеніне ие Кинг Джордж аралы.,Архипилаг түбектен солтүстікке таман 120 км жерде орналасқа. Ең ірісі Вилалас Истралас елді мекеніне ие Кинг Джордж аралы.,архипелаг түбектен солтүстікке таман 120 км жерде орналасқан ең ірісі вилла лас эстреллас елді мекеніне ие кинг джордж аралы,архипилаг түбектен солтүстікке таман 120 км жерде орналасқа ең ірісі вилалас истралас елді мекеніне ие кинг джордж аралы
1691,"Кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар, бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған.","Кейбір маршруттарда үлкенірек компаниялардың үз шақтары бар, бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған.",кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған,кейбір маршруттарда үлкенірек компаниялардың үз шақтары бар бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған
1964,"Қазірге дейін әйгілі ""25 Данлэп парақтары"" құжаттың ең көне көшірмелері болып табылады. Түпнұсқалық қолжазба көшірмесі сақталмаған.","Қазірге дейін әйгілі 25 Данлеп парақтары Құжаттың ең көне көшірмелері болып табылады, түп нұсқалық қолжазба көшірмесі сақталмаған.",қазірге дейін әйгілі 25 данлэп парақтары құжаттың ең көне көшірмелері болып табылады түпнұсқалық қолжазба көшірмесі сақталмаған,қазірге дейін әйгілі 25 данлеп парақтары құжаттың ең көне көшірмелері болып табылады түп нұсқалық қолжазба көшірмесі сақталмаған
1987,Апат биік таулы жерлерде орын алған және дұшпандық мағынадағы өрттің салдарынан болған деп болжануда.,Апат биік талбы желділде орналған және дұшпандық мағынадағы өрттің салды «рыннын болған» деп болжауында.,апат биік таулы жерлерде орын алған және дұшпандық мағынадағы өрттің салдарынан болған деп болжануда,апат биік талбы желділде орналған және дұшпандық мағынадағы өрттің салды рыннын болған деп болжауында
1756,АҚШ президенті Дональд Трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасаған мәлімдемесінде АҚШ қарушы күштерін Сириядан алып шығуы туралы мәлімдеді.,АҚШ президенті Дональд Трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасыған мәлімдемесінде АҚШ қарушы күштерін Сирияданалып шығуы туралы мәлімдеді.,ақш президенті дональд трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасаған мәлімдемесінде ақш қарушы күштерін сириядан алып шығуы туралы мәлімдеді,ақш президенті дональд трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасыған мәлімдемесінде ақш қарушы күштерін сирияданалып шығуы туралы мәлімдеді
1889,"Ол бізге пойызды, автокөлікті және басқа да көлік құралдарын алып келді.",Ол бізге пойызда автокөлікті және басқа да көлік құралдарының алып келді.,ол бізге пойызды автокөлікті және басқа да көлік құралдарын алып келді,ол бізге пойызда автокөлікті және басқа да көлік құралдарының алып келді
1802,Интернет жалпы және адамдар арасындағы байланыс элементтерін біріктіреді.,Интернет «Жалпу және адамдар арасындағы байланыс элементтерін біріктіреді».,интернет жалпы және адамдар арасындағы байланыс элементтерін біріктіреді,интернет жалпу және адамдар арасындағы байланыс элементтерін біріктіреді
1780,"Кундалини йога көмегімен Кундалини энергиясы (ағарту энергиясы) йога позалары, тыныс алу жаттығулары мантра және визуализация арқылы оянады.","Кундалини, йога көмегімен Кундалини энергиясы, ағарты энергиясы, йога позалары тыныс алу, жаттығулары, мантрә және визуализация арқалы оянды.",кундалини йога көмегімен кундалини энергиясы ағарту энергиясы йога позалары тыныс алу жаттығулары мантра және визуализация арқылы оянады,кундалини йога көмегімен кундалини энергиясы ағарты энергиясы йога позалары тыныс алу жаттығулары мантрә және визуализация арқалы оянды
1957,Ол сыбыстарды «саяси әңгімелер мен ақымақтық» деп есептеді.,Ол сұбыстарды саяси әңгімелер мен ақымақтық деп есептеді.,ол сыбыстарды саяси әңгімелер мен ақымақтық деп есептеді,ол сұбыстарды саяси әңгімелер мен ақымақтық деп есептеді
1768,Кешеннің жиектеріндегі ғимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жақсырақ түсінік беру үшін қайта соғылды.,"Кешеннің жиектеріндегі қимараттардың көпшілігі, туристерге басында қалай пайда болғаны туралы жағсырақ түсінік беру үшін қайта соғылды.",кешеннің жиектеріндегі ғимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жақсырақ түсінік беру үшін қайта соғылды,кешеннің жиектеріндегі қимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жағсырақ түсінік беру үшін қайта соғылды
1833,Философия ғұламасы Аристотель әрбір заттың төрт элементтің біреуінен немесе бірнешесінен жасалған деген теория құрған.,"Философия құламасы, Аристотик әрбір заттың төрт элементтің біреуінен немесе бірнешесінен жасалған деген теория құрған.",философия ғұламасы аристотель әрбір заттың төрт элементтің біреуінен немесе бірнешесінен жасалған деген теория құрған,философия құламасы аристотик әрбір заттың төрт элементтің біреуінен немесе бірнешесінен жасалған деген теория құрған
1668,Сондай-ақ Wild Card картасын сатып алған пайдалы болуы мүмкін. Ол Оңтүстік Африкадағы парктарға немесе Оңтүстік Африканың барлық ұлттық парктарына кіруге мүмкіндік береді.,Сондай-ақ Уэлд Карт картасын сатуалған пайдалы болуы мүмкін. Ол Уңтүстік Африкадығы парктарға немесе Оңтүстік Африканы барлық ұлттық парктарына кіруге мүмкіндік береді.,сондай ақ wild card картасын сатып алған пайдалы болуы мүмкін ол оңтүстік африкадағы парктарға немесе оңтүстік африканың барлық ұлттық парктарына кіруге мүмкіндік береді,сондай ақ уэлд карт картасын сатуалған пайдалы болуы мүмкін ол уңтүстік африкадығы парктарға немесе оңтүстік африканы барлық ұлттық парктарына кіруге мүмкіндік береді
1689,"Еуропа — салыстырмалы түрде шағын, бірақ көп тәуелсіз елдері бар континент. Қалыпты жағдайларда, бірнеше ел арқылы саяхаттасаңыз, визаға өтінімдер беру және бірнеше рет төлқұжатты тексеруден өту керектігін білдіретін еді.","Еуропа салыстырмалы түрде шағын, бірақ көп тәуелсіз елдері бар континент. Қалыпты жығдайларда бірнеше ел арқылы саяхаттасаңыз, визаға өтінімдер беру және бірнеше рет төлқішатты тексеруден өту керектігін білдіретін еді.",еуропа салыстырмалы түрде шағын бірақ көп тәуелсіз елдері бар континент қалыпты жағдайларда бірнеше ел арқылы саяхаттасаңыз визаға өтінімдер беру және бірнеше рет төлқұжатты тексеруден өту керектігін білдіретін еді,еуропа салыстырмалы түрде шағын бірақ көп тәуелсіз елдері бар континент қалыпты жығдайларда бірнеше ел арқылы саяхаттасаңыз визаға өтінімдер беру және бірнеше рет төлқішатты тексеруден өту керектігін білдіретін еді
1975,Ватикан қаласы халқының саны — шамамен 800. Бұл — дүние жүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел.,Ватикан қаласы халқының саны шамамен 800-бұл дүниежүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел.,ватикан қаласы халқының саны шамамен 800 бұл дүние жүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел,ватикан қаласы халқының саны шамамен 800 бұл дүниежүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел
1660,"Романтизмде Гете, Фихте, Шлегель сияқты жазушылардан алынған мәдени детерминизмнің үлкен элементі болды.","Романтизмде Гиоты, Фиқты шілегіл сияқты жазушылардан алынған Мәдени теттерменіңіздің үлкен элементі болды.",романтизмде гете фихте шлегель сияқты жазушылардан алынған мәдени детерминизмнің үлкен элементі болды,романтизмде гиоты фиқты шілегіл сияқты жазушылардан алынған мәдени теттерменіңіздің үлкен элементі болды
1957,Ол сыбыстарды «саяси әңгімелер мен ақымақтық» деп есептеді.,Ол сыбыстарды саяси әңгімелері мен ақымақтық деп есептеді.,ол сыбыстарды саяси әңгімелер мен ақымақтық деп есептеді,ол сыбыстарды саяси әңгімелері мен ақымақтық деп есептеді
1673,"Тәуелсіздік үшін соғыс кезінде он үш штат алдымен әлсіз орталық үкіметін құрды, Конфедерация баптары бойынша Конгресс оның жалғыз құрамдасы еді.","Тәуелсіздік үшін соқыз кезінде 13 штат алдымен әлсіз орталы ғұхметін құрды. Конфедерация ғаптары ойша, конгресс оның жалғыз құрамдасы еді.",тәуелсіздік үшін соғыс кезінде он үш штат алдымен әлсіз орталық үкіметін құрды конфедерация баптары бойынша конгресс оның жалғыз құрамдасы еді,тәуелсіздік үшін соқыз кезінде 13 штат алдымен әлсіз орталы ғұхметін құрды конфедерация ғаптары ойша конгресс оның жалғыз құрамдасы еді
