id,ref,hyp,ref_norm,hyp_norm
1882,"Учёные надеются понять, как образуются планеты, особенно то, как образовалась Земля, поскольку кометы сталкивались  с Землёй очень давно.","Ученые надеются понять, как образуются планета Суббинатооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооо",ученые надеются понять как образуются планеты особенно то как образовалась земля поскольку кометы сталкивались с землей очень давно,ученые надеются понять как образуются планета суббинатооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооо
1885,Между 10:00 и 11:00 вечера по горному времени заключенные устроили пожар во дворе.,Мерсдо 10 и 1 вечера в горному времени заключен и устройли по жар во дворе.,между 10 00 и 11 00 вечера по горному времени заключенные устроили пожар во дворе,мерсдо 10 и 1 вечера в горному времени заключен и устройли по жар во дворе
1729,"Например, ежегодно учащиеся школы Беннет в Северной Каролине создают сайт о своём посещении столицы штата, и каждый год этот сайт обновляется, но доступ к старым версиям по-прежнему сохраняется — они служат памятным альбомом.","Например, ежагодного чашееся школы Бэнет в Севернокоррлене создают сайта своем посещения столицы штаты. И каждый год этот сайт обновляется, но доступ к старым версиям по прежнем усохраняется, а не служат памятнымльбоман.",например ежегодно учащиеся школы беннет в северной каролине создают сайт о своем посещении столицы штата и каждый год этот сайт обновляется но доступ к старым версиям по прежнему сохраняется они служат памятным альбомом,например ежагодного чашееся школы бэнет в севернокоррлене создают сайта своем посещения столицы штаты и каждый год этот сайт обновляется но доступ к старым версиям по прежнем усохраняется а не служат памятнымльбоман
1663,Долина Кочамо – главное направление в Чили для альпинизма. Она известна как Йосмит Южной Америки и имеет большое количество больших гранитных стен и скал.,Даринокачамы — главная направления в челедле альбинизма. Она известна как Йосмир Южная Америки и имеет большое количество больших гранитных стены скал.,долина кочамо главное направление в чили для альпинизма она известна как йосмит южной америки и имеет большое количество больших гранитных стен и скал,даринокачамы главная направления в челедле альбинизма она известна как йосмир южная америки и имеет большое количество больших гранитных стены скал
1795,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.","Начиная с 1988 года, урнадля избирательных билетения должны бить прозраченными, чтобы избирателей и наблюдателей могли убедиться в том, что вначале голосования внутренне от конвертов и что к ним не добавлены какие либо другие конверты, кроме конвертов тех людей, которых депустилек участиу голосования и голоса, которые подсчитали надрежащим образам.",начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными чтобы избиратели и наблюдатели могли убедиться в том что в начале голосования внутри нет конвертов и что к ним не добавлены какие либо другие конверты кроме конвертов тех людей которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом,начиная с 1988 года урнадля избирательных билетения должны бить прозраченными чтобы избирателей и наблюдателей могли убедиться в том что вначале голосования внутренне от конвертов и что к ним не добавлены какие либо другие конверты кроме конвертов тех людей которых депустилек участиу голосования и голоса которые подсчитали надрежащим образам
1943,"Чем ниже напряжение, тем более позитивна присутствующая в вас жизненная сила. Каждому человеку потенциально дано обрести абсолютные покой и чувство удовлетворения.","Чемни жанопряжения, тем более позитивно присуществующая вас жезненная сила – каждым у человеку потенциально донообреси абсолютной покой ичуыства удовлетворения.",чем ниже напряжение тем более позитивна присутствующая в вас жизненная сила каждому человеку потенциально дано обрести абсолютные покой и чувство удовлетворения,чемни жанопряжения тем более позитивно присуществующая вас жезненная сила каждым у человеку потенциально донообреси абсолютной покой ичуыства удовлетворения
1836,"Людям с античных времен были известны основные химические элементы, такие как золото, серебро и медь, поскольку их все можно встретить в природе в чистом виде и относительно легко добывать с помощью примитивных орудий.","Людем сантичных времен были известны основные химические элементы, такие как золота серебро и мете, поскольку их все можно встретить в природе в чистом виде и отнасительной лих коды бывать с помощью бримитивных орудий.",людям с античных времен были известны основные химические элементы такие как золото серебро и медь поскольку их все можно встретить в природе в чистом виде и относительно легко добывать с помощью примитивных орудий,людем сантичных времен были известны основные химические элементы такие как золота серебро и мете поскольку их все можно встретить в природе в чистом виде и отнасительной лих коды бывать с помощью бримитивных орудий
1776,"За ночь было изготовлено 150–200 копий, теперь известных как ""листовки Данлэпа"".","За ныши было изготовлена 150-200 копий, теперь известных как Листовки Данлопа.",за ночь было изготовлено 150 200 копий теперь известных как листовки данлэпа,за ныши было изготовлена 150 200 копий теперь известных как листовки данлопа
1698,"Все во вселенной состоит из материи. Вся материя состоит из мельчайших частиц, называемых атомами.","«Все во вселенес — стейт из материя. Вся материя — стейт из мельчашек честитс, называемых атомами».",все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,все во вселенес стейт из материя вся материя стейт из мельчашек честитс называемых атомами
1769,"Великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений, построенных, чтобы почтить память фараона.","Велика пирамида была возведена Египтянами в третий векиданаши иры и являются одним из множества больших пирамидаллных соружини пастроник, чтобы почтить память фараоны.",великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтить память фараона,велика пирамида была возведена египтянами в третий векиданаши иры и являются одним из множества больших пирамидаллных соружини пастроник чтобы почтить память фараоны
1863,"Сердцем тибетской медитации считается Йога Божеств. Посредством визуализации разнообразных божеств чистятся энергетические каналы, запускаются чакры и достигается просветлённость сознания.","Серцем тибетско медитаций считайся Йога Божест, посрестом визуализаций разнообразных Божест, чистятся энергетически киналы запускаются чакры и достигайся просведленной сознания.",сердцем тибетской медитации считается йога божеств посредством визуализации разнообразных божеств чистятся энергетические каналы запускаются чакры и достигается просветленность сознания,серцем тибетско медитаций считайся йога божест посрестом визуализаций разнообразных божест чистятся энергетически киналы запускаются чакры и достигайся просведленной сознания
1809,"Шпалы начали применяться довольно давно для того, чтобы удерживать рельсы на месте. Однако впоследствии стало ясно, что пути были более эффективны при полосе из железа сверху.","Шпал иначили пременяться довольно давно для того, чтобы удерживать рельсы на месте, однако впоследствии стало ясно, что пути были более эффективны при полосе из железа сверху.",шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпал иначили пременяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху
1781,"Мадагаскар намного больше других и  является самобытным континентом в том, что касается дикой природы.","Мадагаскарына много больше дыругих и являются самобытным континентом в том, что касается дикой природы.",мадагаскар намного больше других и является самобытным континентом в том что касается дикой природы,мадагаскарына много больше дыругих и являются самобытным континентом в том что касается дикой природы
1825,"Если вы хотите находиться рядом со сценой, вам нужно приехать заранее, чтобы найти место для кемпинга вблизи от музыки.","Если вы хотите находиться рядом со сценей, вам нужно приехать зеране, чтобы нойти места для кэмпинга вблизи от музыки.",если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,если вы хотите находиться рядом со сценей вам нужно приехать зеране чтобы нойти места для кэмпинга вблизи от музыки
1855,"Львиные прайды ведут себя очень похоже со стаями волков или собак — животных, которые по повадкам удивительно похожи на львов (но не других крупных кошек) и тоже очень опасны для своих жертв.","Лвиней Прайды ведут себя очень похожа на валков или собак – животных, которые попаватком удивительна похожа на львов, но не другие крупных кошек и тоже очень опасны для своих жертв.",львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,лвиней прайды ведут себя очень похожа на валков или собак животных которые попаватком удивительна похожа на львов но не другие крупных кошек и тоже очень опасны для своих жертв
1806,"Поскольку световое загрязнение в период их расцвета не было такой проблемой, как сегодня, они обычно расположены в городах или в кампусах, до которых легче добраться, чем до тех, которые построены в наше время.","Поскольку световое загрязнение в период их расцвета не было такой проблемой как сегодня, а не бучны расположены в городах или в кампусах, до которых легче добраться чем до тех, которые постройны в наше времы.",поскольку световое загрязнение в период их расцвета не было такой проблемой как сегодня они обычно расположены в городах или в кампусах до которых легче добраться чем до тех которые построены в наше время,поскольку световое загрязнение в период их расцвета не было такой проблемой как сегодня а не бучны расположены в городах или в кампусах до которых легче добраться чем до тех которые постройны в наше времы
1697,"Он не смог принять препараты, необходимые для облегчения боли, так как они запрещены в Играх.","Он не смог принять препараты необходимые для облегчения боли, т.к. они запрещены в играх.",он не смог принять препараты необходимые для облегчения боли так как они запрещены в играх,он не смог принять препараты необходимые для облегчения боли т к они запрещены в играх
