id,ref,hyp,ref_norm,hyp_norm
1795,"Начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными, чтобы избиратели и наблюдатели могли убедиться в том, что в начале голосования внутри нет конвертов и что к ним не добавлены какие-либо другие конверты, кроме конвертов тех людей, которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом.","Начинаю с 1988 года урнидля избирательнігі билетене далжыны битпразрачынами, чтобы избирателей и наблюдателей моглеу билетце в том, что в начале голосования внутринет конвертов и что к ним не дабабаны какей или б другие конверты, кроме конвертах тех люди, которых допустилик участив голосование и голоса, каторых подсчитали надлежашим образам.",начиная с 1988 года урны для избирательных бюллетеней должны быть прозрачными чтобы избиратели и наблюдатели могли убедиться в том что в начале голосования внутри нет конвертов и что к ним не добавлены какие либо другие конверты кроме конвертов тех людей которых допустили к участию в голосовании и голоса которых подсчитали надлежащим образом,начинаю с 1988 года урнидля избирательнігі билетене далжыны битпразрачынами чтобы избирателей и наблюдателей моглеу билетце в том что в начале голосования внутринет конвертов и что к ним не дабабаны какей или б другие конверты кроме конвертах тех люди которых допустилик участив голосование и голоса каторых подсчитали надлежашим образам
1943,"Чем ниже напряжение, тем более позитивна присутствующая в вас жизненная сила. Каждому человеку потенциально дано обрести абсолютные покой и чувство удовлетворения.",Чемни жанупряжения – тем более позитивно присуыстауише ваз жезненой сила. Каждым у человеку потенциално дануоберести абсолютный покой ичустваудовлетворения.,чем ниже напряжение тем более позитивна присутствующая в вас жизненная сила каждому человеку потенциально дано обрести абсолютные покой и чувство удовлетворения,чемни жанупряжения тем более позитивно присуыстауише ваз жезненой сила каждым у человеку потенциално дануоберести абсолютный покой ичустваудовлетворения
1836,"Людям с античных времен были известны основные химические элементы, такие как золото, серебро и медь, поскольку их все можно встретить в природе в чистом виде и относительно легко добывать с помощью примитивных орудий.","Людем сантичных времен бли известны основные химический элементы, таки как золота серебро имейт, поскольку их все можын австретить в природе, в чистом виде и отнасетеленолек кодек с помощью принимативных оружий.",людям с античных времен были известны основные химические элементы такие как золото серебро и медь поскольку их все можно встретить в природе в чистом виде и относительно легко добывать с помощью примитивных орудий,людем сантичных времен бли известны основные химический элементы таки как золота серебро имейт поскольку их все можын австретить в природе в чистом виде и отнасетеленолек кодек с помощью принимативных оружий
1776,"За ночь было изготовлено 150–200 копий, теперь известных как ""листовки Данлэпа"".","Заныш был айсгатовленна 150 200 копий, теперь известных как «листовке дамлопы».",за ночь было изготовлено 150 200 копий теперь известных как листовки данлэпа,заныш был айсгатовленна 150 200 копий теперь известных как листовке дамлопы
1698,"Все во вселенной состоит из материи. Вся материя состоит из мельчайших частиц, называемых атомами.","Все уаффселенеса стейд из материя — вся материя со стейд из мельчашекчастейц, называемых атомами.",все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,все уаффселенеса стейд из материя вся материя со стейд из мельчашекчастейц называемых атомами
1769,"Великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений, построенных, чтобы почтить память фараона.",Великай пирамида бұла возвезденая гептянами в третинвеке данаши иры и являются однимызмыножество бальших пирамидальних саружини пастроньы штабы пачтит память фараоны.,великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтить память фараона,великай пирамида бұла возвезденая гептянами в третинвеке данаши иры и являются однимызмыножество бальших пирамидальних саружини пастроньы штабы пачтит память фараоны
1863,"Сердцем тибетской медитации считается Йога Божеств. Посредством визуализации разнообразных божеств чистятся энергетические каналы, запускаются чакры и достигается просветлённость сознания.","Серцум тибетско медитаций шитайся йога бажест, посрестум визуализацийрыс наобразынных бажестчастя энергетическе каналы запускаются чакры и достигайся просудлённый сознания.",сердцем тибетской медитации считается йога божеств посредством визуализации разнообразных божеств чистятся энергетические каналы запускаются чакры и достигается просветленность сознания,серцум тибетско медитаций шитайся йога бажест посрестум визуализацийрыс наобразынных бажестчастя энергетическе каналы запускаются чакры и достигайся просудленный сознания
1809,"Шпалы начали применяться довольно давно для того, чтобы удерживать рельсы на месте. Однако впоследствии стало ясно, что пути были более эффективны при полосе из железа сверху.","Шпаллы начали применяться довольно давно для того, чтобыуде жива террелеси на месте, однако впоследствий,стало ясно, что пути бели более эффективны припаласе из железу сверху.",шпалы начали применяться довольно давно для того чтобы удерживать рельсы на месте однако впоследствии стало ясно что пути были более эффективны при полосе из железа сверху,шпаллы начали применяться довольно давно для того чтобыуде жива террелеси на месте однако впоследствий стало ясно что пути бели более эффективны припаласе из железу сверху
1781,"Мадагаскар намного больше других и  является самобытным континентом в том, что касается дикой природы.","Мадагаскар намного больше другей, и влевляйцы самобитным континентом то, что касается декат природы.",мадагаскар намного больше других и является самобытным континентом в том что касается дикой природы,мадагаскар намного больше другей и влевляйцы самобитным континентом то что касается декат природы
1825,"Если вы хотите находиться рядом со сценой, вам нужно приехать заранее, чтобы найти место для кемпинга вблизи от музыки.","Если вы хотите находиться рядом со сценой, вам нужно приехать зиране, чтобы нитей мэста для кемпингал в близиат музыке.",если вы хотите находиться рядом со сценой вам нужно приехать заранее чтобы найти место для кемпинга вблизи от музыки,если вы хотите находиться рядом со сценой вам нужно приехать зиране чтобы нитей мэста для кемпингал в близиат музыке
1855,"Львиные прайды ведут себя очень похоже со стаями волков или собак — животных, которые по повадкам удивительно похожи на львов (но не других крупных кошек) и тоже очень опасны для своих жертв.","Ливиней Прайдер веду к себе очень похожа на валков или собак, животных, к которой попаваткам удивительна похожа на львов, нонидруге крупных кошек и тоже очень пасын для своих жертв.",львиные прайды ведут себя очень похоже со стаями волков или собак животных которые по повадкам удивительно похожи на львов но не других крупных кошек и тоже очень опасны для своих жертв,ливиней прайдер веду к себе очень похожа на валков или собак животных к которой попаваткам удивительна похожа на львов нонидруге крупных кошек и тоже очень пасын для своих жертв
1806,"Поскольку световое загрязнение в период их расцвета не было такой проблемой, как сегодня, они обычно расположены в городах или в кампусах, до которых легче добраться, чем до тех, которые построены в наше время.","Посколь ку световое за грязнение в период Техросвета не было такой проблемой как сегодня, о нем бучны расположенны в городах или в компусах, докаторах легче добраться чемдат тех, которые построены в нашы вряны.",поскольку световое загрязнение в период их расцвета не было такой проблемой как сегодня они обычно расположены в городах или в кампусах до которых легче добраться чем до тех которые построены в наше время,посколь ку световое за грязнение в период техросвета не было такой проблемой как сегодня о нем бучны расположенны в городах или в компусах докаторах легче добраться чемдат тех которые построены в нашы вряны
1697,"Он не смог принять препараты, необходимые для облегчения боли, так как они запрещены в Играх.","Он не смог принять препараты необходимые для облегчения боли, т.к. они запрещены виграх.",он не смог принять препараты необходимые для облегчения боли так как они запрещены в играх,он не смог принять препараты необходимые для облегчения боли т к они запрещены виграх
