id,ref,hyp,ref_norm,hyp_norm
1706,"Дәстүрлірек шіркеулер Пасха демалыс күндері сенбі түні пасхалық таңғы ғибадатты өткізеді, жиналыстар жиі түн ортасында Мәсіхтің қайта тірілуін мерекелеуге айналады.",Дәстүрлірек шіркеулер пасқа демалғы сүкіндері сен бүтіні пасқалық таңғы ғиғбадатты өткізеді жиналыстар жиі түн ортасында мәсіқтің қайта түрліуін мерекелеуге айналады.,дәстүрлірек шіркеулер пасха демалыс күндері сенбі түні пасхалық таңғы ғибадатты өткізеді жиналыстар жиі түн ортасында мәсіхтің қайта тірілуін мерекелеуге айналады,дәстүрлірек шіркеулер пасқа демалғы сүкіндері сен бүтіні пасқалық таңғы ғиғбадатты өткізеді жиналыстар жиі түн ортасында мәсіқтің қайта түрліуін мерекелеуге айналады
1886,"Ежелгі мәдениеттер мен тайпалар сүтке, жүнге, етке және терілерге оңай қол жеткізу үшін оларды өсіре бастады.","Ежелгі мәдениеттері мен тайпалар сүтке, жүнге, еткежі әне терілерге оңай қолы жеткізу үшін оларды өсіре бастады.",ежелгі мәдениеттер мен тайпалар сүтке жүнге етке және терілерге оңай қол жеткізу үшін оларды өсіре бастады,ежелгі мәдениеттері мен тайпалар сүтке жүнге еткежі әне терілерге оңай қолы жеткізу үшін оларды өсіре бастады
1859,Орта ғасырлардың соңына қарай Батыс Еуропа өз стилін дамыта бастады. Бұл уақыттағы кірескерлердің нәтижесіндегі ең үлкен дамуларының бірі болып адамдардың киімін жабу үшін түймелерді пайдалануы табылады.,"Ортағасырлардың соңына қарай Баттсу Еуропа Уэст еліндам табастады, бұл уақыттағы кірескерлердің нәтшесіндегі ең өлкен дамуларының бірі болып адамдарды кейімін жабу үшін түймелерді пайдалануы табылады.",орта ғасырлардың соңына қарай батыс еуропа өз стилін дамыта бастады бұл уақыттағы кірескерлердің нәтижесіндегі ең үлкен дамуларының бірі болып адамдардың киімін жабу үшін түймелерді пайдалануы табылады,ортағасырлардың соңына қарай баттсу еуропа уэст еліндам табастады бұл уақыттағы кірескерлердің нәтшесіндегі ең өлкен дамуларының бірі болып адамдарды кейімін жабу үшін түймелерді пайдалануы табылады
1756,АҚШ президенті Дональд Трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасаған мәлімдемесінде АҚШ қарушы күштерін Сириядан алып шығуы туралы мәлімдеді.,"Ақұш президенті Дональд Транп жексенбі күні «кешкі баспа-сөз» хатшысы арқылы жасаған мәлімдемесінде, ақұш қарушық іштерін Сириядан алып шуғуы туралы мәлімдеді.",ақш президенті дональд трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасаған мәлімдемесінде ақш қарушы күштерін сириядан алып шығуы туралы мәлімдеді,ақұш президенті дональд транп жексенбі күні кешкі баспа сөз хатшысы арқылы жасаған мәлімдемесінде ақұш қарушық іштерін сириядан алып шуғуы туралы мәлімдеді
1691,"Кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар, бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған.","Кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар, бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған.",кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған,кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған
1664,"Екі құрғақ ұнтақты араластырыңыз, содан кейін таза, ылғалды қолдармен оларды қысып, шарик жасаңыз.","Екі құрға ғұнтақты араластырыңыз, содан кейін таза Ұлғалды қолдармен оларды қысып шарикджа саңыз.",екі құрғақ ұнтақты араластырыңыз содан кейін таза ылғалды қолдармен оларды қысып шарик жасаңыз,екі құрға ғұнтақты араластырыңыз содан кейін таза ұлғалды қолдармен оларды қысып шарикджа саңыз
1899,Мұхаммед өзінің күнделікті өмірінен тыс мәселелерге қатты қызығатын. Ол ойлану үшін «Нұр» (жарық) тауындағы «Хира» ретінде белгілі болған үңгірге жиі баратын.,"Мохамед өзінің күнделік төмірінен тосмәселілерге қатты қызығатын, ол ойлану үшін Нор жарық таундағы Хир аретінге белгілі болған үңгірге жиі баратын.",мұхаммед өзінің күнделікті өмірінен тыс мәселелерге қатты қызығатын ол ойлану үшін нұр жарық тауындағы хира ретінде белгілі болған үңгірге жиі баратын,мохамед өзінің күнделік төмірінен тосмәселілерге қатты қызығатын ол ойлану үшін нор жарық таундағы хир аретінге белгілі болған үңгірге жиі баратын
1692,"Жапонияның ядролық агенттігінің хабарлауынша, зауытта радиоактивті цезий мен йод анықталған.","Жапонияның ядролық агенттігінің қабарлауынша, зауытта радиактивті сәзи мен ұйот анықталған.",жапонияның ядролық агенттігінің хабарлауынша зауытта радиоактивті цезий мен йод анықталған,жапонияның ядролық агенттігінің қабарлауынша зауытта радиактивті сәзи мен ұйот анықталған
1746,Өсімдіктер күн сәулесінен фотосинтез арқылы қуат алады. Олар сонымен қатар көлеңе береді.,"Өсімдіктер күн сәулесінен фотосинтіс арқылы қоат алады, олар сонымен қатар көліңе береді.",өсімдіктер күн сәулесінен фотосинтез арқылы қуат алады олар сонымен қатар көлеңе береді,өсімдіктер күн сәулесінен фотосинтіс арқылы қоат алады олар сонымен қатар көліңе береді
1708,Хьюн қызметтен кетуді сұранды және оны кабинетте Эд Дэви МП ауыстырады. Норман Лэмб МП Дэви босатып жатқан Бизнес министрі жұмысын алады деп күтілуде.,Хьюн қазметтен кетуді сұранды және оны кабинетте «ETDevi MP» ауыстрады. «Norman Lamp MP» Devi босатып жатқан бизнес-министре жұмысын алады деп күтілуде.,хьюн қызметтен кетуді сұранды және оны кабинетте эд дэви мп ауыстырады норман лэмб мп дэви босатып жатқан бизнес министрі жұмысын алады деп күтілуде,хьюн қазметтен кетуді сұранды және оны кабинетте etdevi mp ауыстрады norman lamp mp devi босатып жатқан бизнес министре жұмысын алады деп күтілуде
1686,"Нәтижесінде, кедергіні  жеңу мақсатында бірлескен жұмысты ұйымдастыру процесі тапсырыс берушілердің қажеттіліктеріне қызмет ететін жаңа инновациялық процеске әкелуі мүмкін.",Нәтижесіндек етергіні жиыңу мақсатында бірлескен жұңысты ұйымдастыру процесі тапсарыс берушілердің қажеттіліктеріне қызмететін жаңа инуациялық процеске әкелуі мүмкін.,нәтижесінде кедергіні жеңу мақсатында бірлескен жұмысты ұйымдастыру процесі тапсырыс берушілердің қажеттіліктеріне қызмет ететін жаңа инновациялық процеске әкелуі мүмкін,нәтижесіндек етергіні жиыңу мақсатында бірлескен жұңысты ұйымдастыру процесі тапсарыс берушілердің қажеттіліктеріне қызмететін жаңа инуациялық процеске әкелуі мүмкін
1670,"""Олардың температуралық сипаттамалары жер бетіндегі тұрақты температураны сақтайтын үлкен үңгірлер сияқты тұрақты емес, бірақ бұл олардың жердегі терең үңгірлерге сәйкес келеді"", - деді Глен Кушинг, АҚШ геологиялық қызметі (USGS) астрогеология тобы және Аризона штатының Флагстафф қаласында орналасқан Солтүстік Аризона университетінің мүшесі Глен Кушинг.","Олардың температуралық сипаттамалары жер бедіндегі тұрақты температураны сақтайтын үлкен үңгірлер сияқты тұрақтеймес, бірақ бұл олардың жердегі терең үңгірлерге сәкескеледі деді Глен Кушинг. Ақыш Гелокиялық қызметі USGS астрология тобы және Оризонна штатының FLAG-став қаласында орналасқан солтүстік Оризона университетінің мүшеса Глен Кушинг.",олардың температуралық сипаттамалары жер бетіндегі тұрақты температураны сақтайтын үлкен үңгірлер сияқты тұрақты емес бірақ бұл олардың жердегі терең үңгірлерге сәйкес келеді деді глен кушинг ақш геологиялық қызметі usgs астрогеология тобы және аризона штатының флагстафф қаласында орналасқан солтүстік аризона университетінің мүшесі глен кушинг,олардың температуралық сипаттамалары жер бедіндегі тұрақты температураны сақтайтын үлкен үңгірлер сияқты тұрақтеймес бірақ бұл олардың жердегі терең үңгірлерге сәкескеледі деді глен кушинг ақыш гелокиялық қызметі usgs астрология тобы және оризонна штатының flag став қаласында орналасқан солтүстік оризона университетінің мүшеса глен кушинг
1844,Айдың беті тау жынысы мен шаңнан тұрады. Айдың сыртқы қабаты қабық деп аталады.,Айдың беті тау жынысымен шаңнан тұрады. Айдың сыртқа қабаты қабық деп аталады.,айдың беті тау жынысы мен шаңнан тұрады айдың сыртқы қабаты қабық деп аталады,айдың беті тау жынысымен шаңнан тұрады айдың сыртқа қабаты қабық деп аталады
1902,Алдымен ол Грейт-Ярмуттегі Джеймс Пейджет ауруханасына түсті.,"Алдамен, All Great, ярымұттегі Джеймс Пейджет ауруханнасына түсті.",алдымен ол грейт ярмуттегі джеймс пейджет ауруханасына түсті,алдамен all great ярымұттегі джеймс пейджет ауруханнасына түсті
1816,"Үйленген, екі ересек баласы бар Дюваль хикаяны тыңдаған Миллерге үлкен әсер қалдырмады.",Үйленген екі «Ересек баласы» бар «Дзюваль» хикайаны тыңдаған меллерге үлкен әсер қалдырмады.,үйленген екі ересек баласы бар дюваль хикаяны тыңдаған миллерге үлкен әсер қалдырмады,үйленген екі ересек баласы бар дзюваль хикайаны тыңдаған меллерге үлкен әсер қалдырмады
1840,"Италияның көптеген қалаларында және әлемдегі басқа да қалаларда, әсіресе Польшада, соған ұқсас қондырмалар орнатылды және бұған көптеген адамдар куә болды.","Италияның көптеген қалаларында және әлемдегі басқа да қалаларда, әсіресі Польша да, соған ұқсас қондырмалар орна тылды және бұған көптеген адамдар көйібалды.",италияның көптеген қалаларында және әлемдегі басқа да қалаларда әсіресе польшада соған ұқсас қондырмалар орнатылды және бұған көптеген адамдар куә болды,италияның көптеген қалаларында және әлемдегі басқа да қалаларда әсіресі польша да соған ұқсас қондырмалар орна тылды және бұған көптеген адамдар көйібалды
1936,"Пэрри түнгі сайлау алды жиналысының нәтижелерін бағалау үшін Техасқа оралатынын, өзі үшін осы жарыста алға жүретін жол бар-жоғын анықтайтынын мәлімдеді, бірақ кейінірек жарыста қалатынын және 21 қаңтардағы Оңтүстік Каролинадағы бастапқы сайлауға қатысатынын айтты.","Ферри түнгі сайлау алды жиналысының нәтижелердің бағалау үшін Техасқа оралатын өз үшін осы жарыста алған жүретін жолы бар жоғы анықтайтын мәлімдеді, бірақ кейінірек жарысын қалатын және 21 хаңтардағы оңқыстық Каралинадағы бастапқы сайлауға қатсатынын айтты.",пэрри түнгі сайлау алды жиналысының нәтижелерін бағалау үшін техасқа оралатынын өзі үшін осы жарыста алға жүретін жол бар жоғын анықтайтынын мәлімдеді бірақ кейінірек жарыста қалатынын және 21 қаңтардағы оңтүстік каролинадағы бастапқы сайлауға қатысатынын айтты,ферри түнгі сайлау алды жиналысының нәтижелердің бағалау үшін техасқа оралатын өз үшін осы жарыста алған жүретін жолы бар жоғы анықтайтын мәлімдеді бірақ кейінірек жарысын қалатын және 21 хаңтардағы оңқыстық каралинадағы бастапқы сайлауға қатсатынын айтты
1788,АҚШ-тың Гимнастика федерациясы АҚШ Олимпиада комитетінің хатын қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттырудың абсолютті қажеттілігін мойындайды.,АҚШ-тың гимнастика федерациясы АҚШ Олимпиада комитетінің қатын қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттурыдың абсолютноты қажеттілігін мойындайды.,ақш тың гимнастика федерациясы ақш олимпиада комитетінің хатын қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттырудың абсолютті қажеттілігін мойындайды,ақш тың гимнастика федерациясы ақш олимпиада комитетінің қатын қолдайды және біздің барлық спортсмендер үшін қоршаған ортаның қауіпсіздігін арттурыдың абсолютноты қажеттілігін мойындайды
1758,Архипелаг түбектен солтүстікке таман 120 км жерде орналасқан. Ең ірісі - Вилла Лас Эстреллас елді мекеніне ие Кинг Джордж аралы.,Архипелак түбектен сол түстікке таман 120 км жерде орналасқа. Ең ірісі Вилла Лас Истралас елді мекеніне еі Кинг Джордж аралы.,архипелаг түбектен солтүстікке таман 120 км жерде орналасқан ең ірісі вилла лас эстреллас елді мекеніне ие кинг джордж аралы,архипелак түбектен сол түстікке таман 120 км жерде орналасқа ең ірісі вилла лас истралас елді мекеніне еі кинг джордж аралы
1691,"Кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар, бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған.","Кейбір маршруттарда үлкенірек компаниялардың үүз шақтары бар, бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған.",кейбір маршруттарда үлкенірек компаниялардың өз ұшақтары бар бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған,кейбір маршруттарда үлкенірек компаниялардың үүз шақтары бар бірақ басқа маршруттарда және кішірек фирмаларда мәселе болған
1964,"Қазірге дейін әйгілі ""25 Данлэп парақтары"" құжаттың ең көне көшірмелері болып табылады. Түпнұсқалық қолжазба көшірмесі сақталмаған.","Қазіргі дейін айғылы 25 Данлэп парақтары құжаттың ең көне көшірмелері болып табылады, төпінісқалық қолжасба көшірмесі сақталмаған.",қазірге дейін әйгілі 25 данлэп парақтары құжаттың ең көне көшірмелері болып табылады түпнұсқалық қолжазба көшірмесі сақталмаған,қазіргі дейін айғылы 25 данлэп парақтары құжаттың ең көне көшірмелері болып табылады төпінісқалық қолжасба көшірмесі сақталмаған
1987,Апат биік таулы жерлерде орын алған және дұшпандық мағынадағы өрттің салдарынан болған деп болжануда.,"Апат бейік талбы желділде орналған және дұшпандық мағынадағы өрттің салды, «рынын болған» деп бол жауында.",апат биік таулы жерлерде орын алған және дұшпандық мағынадағы өрттің салдарынан болған деп болжануда,апат бейік талбы желділде орналған және дұшпандық мағынадағы өрттің салды рынын болған деп бол жауында
1756,АҚШ президенті Дональд Трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасаған мәлімдемесінде АҚШ қарушы күштерін Сириядан алып шығуы туралы мәлімдеді.,Ақыш президенті Дональд Трамп жексенбі күні кешкі баспасөз хатшысы арқылып жасыған мәлімдемесінде ақыш қарушы күштерін Сириядан алып шығуы туралы мәлімдеді.,ақш президенті дональд трамп жексенбі күні кешкі баспасөз хатшысы арқылы жасаған мәлімдемесінде ақш қарушы күштерін сириядан алып шығуы туралы мәлімдеді,ақыш президенті дональд трамп жексенбі күні кешкі баспасөз хатшысы арқылып жасыған мәлімдемесінде ақыш қарушы күштерін сириядан алып шығуы туралы мәлімдеді
1889,"Ол бізге пойызды, автокөлікті және басқа да көлік құралдарын алып келді.",Ол бізге поезді автокөлікті және басқа дәкөлік қоралдарының алып келді.,ол бізге пойызды автокөлікті және басқа да көлік құралдарын алып келді,ол бізге поезді автокөлікті және басқа дәкөлік қоралдарының алып келді
1802,Интернет жалпы және адамдар арасындағы байланыс элементтерін біріктіреді.,Интернет жалпы және адамдар арасындағы байланыз элементтерін біріктіреді.,интернет жалпы және адамдар арасындағы байланыс элементтерін біріктіреді,интернет жалпы және адамдар арасындағы байланыз элементтерін біріктіреді
1780,"Кундалини йога көмегімен Кундалини энергиясы (ағарту энергиясы) йога позалары, тыныс алу жаттығулары мантра және визуализация арқылы оянады.","Кундалине, Йога көмегі мен Кундалине энергиясы, ағарта энергиясы, Йога позалары, Тұнысалу, жаттығулары, Мантра және визуализация арқалы ойанды.",кундалини йога көмегімен кундалини энергиясы ағарту энергиясы йога позалары тыныс алу жаттығулары мантра және визуализация арқылы оянады,кундалине йога көмегі мен кундалине энергиясы ағарта энергиясы йога позалары тұнысалу жаттығулары мантра және визуализация арқалы ойанды
1957,Ол сыбыстарды «саяси әңгімелер мен ақымақтық» деп есептеді.,"Ол сыбыстарды, саяси әңгімелер мен ақымақтық деп есептеді.",ол сыбыстарды саяси әңгімелер мен ақымақтық деп есептеді,ол сыбыстарды саяси әңгімелер мен ақымақтық деп есептеді
1768,Кешеннің жиектеріндегі ғимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жақсырақ түсінік беру үшін қайта соғылды.,Кешенінің жиектеріндегі қимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жақсырақ түсініқ беру үшін қайта соғылды.,кешеннің жиектеріндегі ғимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жақсырақ түсінік беру үшін қайта соғылды,кешенінің жиектеріндегі қимараттардың көпшілігі туристерге басында қалай пайда болғаны туралы жақсырақ түсініқ беру үшін қайта соғылды
1833,Философия ғұламасы Аристотель әрбір заттың төрт элементтің біреуінен немесе бірнешесінен жасалған деген теория құрған.,"Философия құламасы, арестотель әрбір заттың төртеліменттің біреуінін немесе бірнеше сінін жасалған деген теория құрған.",философия ғұламасы аристотель әрбір заттың төрт элементтің біреуінен немесе бірнешесінен жасалған деген теория құрған,философия құламасы арестотель әрбір заттың төртеліменттің біреуінін немесе бірнеше сінін жасалған деген теория құрған
1668,Сондай-ақ Wild Card картасын сатып алған пайдалы болуы мүмкін. Ол Оңтүстік Африкадағы парктарға немесе Оңтүстік Африканың барлық ұлттық парктарына кіруге мүмкіндік береді.,Сондай-ақ Wild Card картасын сатуалған пайдалы болуы мүмкін. Ол ұмтүстік Африкада ғып парктарға немесе оңтүстік Африканы барлық ұлыттық парктарына кіруге мүмкіндік береді.,сондай ақ wild card картасын сатып алған пайдалы болуы мүмкін ол оңтүстік африкадағы парктарға немесе оңтүстік африканың барлық ұлттық парктарына кіруге мүмкіндік береді,сондай ақ wild card картасын сатуалған пайдалы болуы мүмкін ол ұмтүстік африкада ғып парктарға немесе оңтүстік африканы барлық ұлыттық парктарына кіруге мүмкіндік береді
1689,"Еуропа — салыстырмалы түрде шағын, бірақ көп тәуелсіз елдері бар континент. Қалыпты жағдайларда, бірнеше ел арқылы саяхаттасаңыз, визаға өтінімдер беру және бірнеше рет төлқұжатты тексеруден өту керектігін білдіретін еді.","Еуропа салыстырмалы түрде шағын, бірақ көп тәуелсіз елдері бар континент. Қалыпты жағдайларда бірнеше ел арқылы саяхаттасаңыз, визаға өтінімдер беру және бірнеше рет төл құжат төксеруден өту керектігін білдіретін еді.",еуропа салыстырмалы түрде шағын бірақ көп тәуелсіз елдері бар континент қалыпты жағдайларда бірнеше ел арқылы саяхаттасаңыз визаға өтінімдер беру және бірнеше рет төлқұжатты тексеруден өту керектігін білдіретін еді,еуропа салыстырмалы түрде шағын бірақ көп тәуелсіз елдері бар континент қалыпты жағдайларда бірнеше ел арқылы саяхаттасаңыз визаға өтінімдер беру және бірнеше рет төл құжат төксеруден өту керектігін білдіретін еді
1975,Ватикан қаласы халқының саны — шамамен 800. Бұл — дүние жүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел.,Ватикан қаласы халықының саны шамамен 800. Бұл дүниеге жүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел.,ватикан қаласы халқының саны шамамен 800 бұл дүние жүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел,ватикан қаласы халықының саны шамамен 800 бұл дүниеге жүзіндегі ең шағын тәуелсіз ел және халық саны ең аз ел
1660,"Романтизмде Гете, Фихте, Шлегель сияқты жазушылардан алынған мәдени детерминизмнің үлкен элементі болды.","Романтизмде геоты, фихты, шылегел сияқты жазушылардан алынған Мадинитет де терминіңіздің лүкен элементі болды.",романтизмде гете фихте шлегель сияқты жазушылардан алынған мәдени детерминизмнің үлкен элементі болды,романтизмде геоты фихты шылегел сияқты жазушылардан алынған мадинитет де терминіңіздің лүкен элементі болды
1957,Ол сыбыстарды «саяси әңгімелер мен ақымақтық» деп есептеді.,Ол сұбыстарды саяси әңгімелері мен ақымақтық деп есептеді.,ол сыбыстарды саяси әңгімелер мен ақымақтық деп есептеді,ол сұбыстарды саяси әңгімелері мен ақымақтық деп есептеді
1673,"Тәуелсіздік үшін соғыс кезінде он үш штат алдымен әлсіз орталық үкіметін құрды, Конфедерация баптары бойынша Конгресс оның жалғыз құрамдасы еді.","Тәуелсіздік үшін соқыз келзінде 13-та талды мен әлсіз орталы ғұхыметін қорды. Конфедрация ваптары оңша, конгресс оның жалықыс құрамдасы еді.",тәуелсіздік үшін соғыс кезінде он үш штат алдымен әлсіз орталық үкіметін құрды конфедерация баптары бойынша конгресс оның жалғыз құрамдасы еді,тәуелсіздік үшін соқыз келзінде 13 та талды мен әлсіз орталы ғұхыметін қорды конфедрация ваптары оңша конгресс оның жалықыс құрамдасы еді
